ID,Scan page,Printed page,Category,Original OCR,Correction,Context (correction in [ ]),Occurrence of context,Flag,Note,Your decision (accept / reject / edit),Your text (if edit)
273,38,22,rubric mark (¶),"y,",,of His Word. A Hymn. [] If it be convenient the,,,,,
274,38,22,word,otlier,other,by the Leader or some [other] member of the company. If,1,,,,
275,38,22,punctuation/spacing,thefollowing,the following,"The Leader may choose from [the following] such as are appropriate; and,",1,,,,
276,38,22,word,Praters.,Prayers.,"shall say, Let us pray. [Prayers.] Thanksgiving. O GOD, by whose",,,,,
277,38,22,word,r\,O,"Let us pray. Prayers. Thanksgiving. [O] GOD, by whose hand all",1,,,,
278,38,22,word,f\,O,"Christ our Lord. Amen. Supplication. [O] GOD, most holy, wise, and",1,,,,
279,38,22,punctuation/spacing,mind.,"mind,","of body and soundness of [mind,]",1,,,,
280,39,23,word,m,in,[in] purity of heart and cheerfulness,1,,,,
281,39,23,word,Tkaveller's,Traveller's,"Jesus our Lord. Amen. A [Traveller's] Prayer. LORD God omnipotent, who",1,,,,
282,39,23,drop capital,T ORD,LORD,"Lord. Amen. A Traveller's Prayer. [LORD] God omnipotent, who reignest in",1,,,,
283,39,23,word,tor,for,implore Thy guidance and protection [for] all our journeyings. Against all,1,,,,
284,39,23,punctuation/spacing,journey ings.,journeyings.,and protection for all our [journeyings.] Against all perils be Thou,1,,,,
285,39,23,word,Jhy,Thy,"direct the steps of all [Thy] pilgrims through this world, that",1,,,,
286,39,23,word,m,in,"that we shall finally arrive [in] the better country, even the",1,,,,
287,39,23,word,Q,O,"Amen. A Prayer at Sea. [O] ETERNAL Lord God, who alone",1,,,,
288,39,23,word,A^nen.,Amen.,through Jesus Christ our Lord. [Amen.] A Prayer for Friends and,1,,,,
289,39,23,word,Q,O,"Prayer for Friends and Kindred. [O] LORD, our heavenly Father, bless",1,,,,
290,39,23,word,Afuen,Amen.,mansions; through Christ our Lord. [Amen.],1,,,,
291,40,24,punctuation/spacing,"OGOD,","O GOD,","A General Intercession. [O GOD,] the Creator and Preserver of",1,,,,
292,40,24,punctuation/spacing,would est,wouldest,conditions of men; that Thou [wouldest] be pleased to make Thy,1,,,,
293,40,24,drop capital,A LMIGHTY,ALMIGHTY,"General Prayer in the Morning. [ALMIGHTY] God, our Father and Preserver;",1,,,,
294,40,24,word,well-pieasiug,well-pleasing,"only those things which are [well-pleasing] in Thy sight. Enable us,",1,,,,
295,41,25,punctuation/spacing,"Lord,",Lord.,life; through Jesus Christ our [Lord.] Amen. A General Prayer in,1,,,,
296,41,25,word,f\,O,"General Prayer in the Evening. [O] GOD most merciful, Light eternal",1,,,,
297,41,25,word,he,be,before Thee: [here let there [be] a moment of prayer in,,,,,
298,42,26,drop capital,T IGHTEN,LIGHTEN,"[LIGHTEN] our darkness, we beseech Thee,",2,,,,
299,42,26,word,beseeeh,beseech,"LIGHTEN our darkness, we [beseech] Thee, O Lord; and by",2,,,,
300,42,26,drop capital,A LMIGHTY,ALMIGHTY,"A Prayer of St. Chrysostom. [ALMIGHTY] God, who hast given us",1,,,,
301,42,26,rubric mark (¶),U,,to come life everlasting. Amen. [] All the company still bowing,,,,,
302,42,26,drop capital,^OW,NOW,the Service with this Ascription. [NOW] unto Him that is able,1,,,,
303,43,27,heading (re-cased/corrected),THE COMMANDMENTS. IT,The Commandments,[The Commandments] This Order may be used,1,,,,
304,43,27,word,tbe,the,down to the Reading of [the] Holy Scriptures; in which case,1,,,,
305,43,27,rubric mark (¶),U,,preceded by a suitable Hymn. [] Let all stand while the,,,,,
306,43,27,word,ivhile,while,"suitable Hymn. Let all stand [while] the Minister reads the Sentences,",1,,,,
307,43,27,word,Jiave,have,and let not any iniquity [have] dominion over me. Minister. Blessed,1,,,,
308,43,27,word,0,O,heart have I sought Thee: [O] let me not wander from,1,,,,
309,43,27,rubric mark (¶),IT,,"not wander from Thy commandments. [] Then the Minister shall say,",,,,,
310,43,27,rubric mark (¶),U,,"shall say, Let us pray. [] Let the People reverently bow",,,,,
311,43,27,drop capital,A LMIGHTY,ALMIGHTY,"leads them in The Invocation. [ALMIGHTY] God, unto whom all hearts",1,,,,
312,43,27,rubric mark (¶),H,,through Christ our Lord. Amen. [] Then the Minister shall read,,,,,
313,43,27,word,"bo^ving doum,","bowing down,","Commandments, and the People, still [bowing down,] shall, after every Commandment, ask",1,,,,
314,44,28,word,laio.,law.,our hearts to keep this [law.] Thou shalt not take the,1,,,,
315,44,28,word,i\\y,thy,the Name of the Lord [thy] God in vain: for the,1,,,,
316,44,28,word,hane,have,"His Name in vain. Lord, [have] mercy upon us, and incline",1,,,,
317,44,28,word,"sou,","son,","any work, thou, nor thy [son,] nor thy daughter, thy man-servant,",1,,,,
318,44,28,word,late.,law.,"our hearts to keep this [law.] Thou shalt not kill. Lord,",1,,,,
319,44,28,word,"kill, Lo7%","kill. Lord,","this law. Thou shalt not [kill. Lord,] have mercy upon us, and",1,,,,
320,44,28,word,Jiearts,hearts,"upon us, and incline our [hearts] to keep this law.",1,,,,
321,45,29,word,Tiearts,hearts,"upon us, and incline our [hearts] to keep this law. Thou",3,,,,
322,45,29,word,ham,have,"witness against thy neighbour. Lord, [have] mercy upon us, and incline",1,,,,
323,45,29,punctuation/spacing,hearts^,"hearts,","these Thy laws in our [hearts,] we beseech Thee. Then the",1,,,,
324,45,29,rubric mark (¶),1,,"our hearts, we beseech Thee. [] Then the Minister shall say,",,,,,
325,45,29,rubric mark (¶),IT,,the Law and the Prophets. [] After a short pause let,,,,,
326,45,29,word,"uHng,","using,","the Minister continue in Prayer, [using,] if he will, the following,",1,,,,
327,45,29,word,"thefollotving,","the following,","Prayer, using, if he will, [the following,] or other fitting words. WE",1,,,,
328,45,29,drop capital,A LMIGHTY,ALMIGHTY,"Jesus Christ our Lord. Amen. [ALMIGHTY] God, our heavenly Father, who",1,,,,
329,46,30,word,MOW,NOW,[NOW] unto Him that is able,3,,,,
330,46,30,punctuation/spacing,ages,"ages,","by Christ Jesus, throughout all [ages,] world without end. Amen.",1,,,,
331,46,30,punctuation/spacing,',,"ages, world without end. Amen. []",,,,,
332,47,31,heading (re-cased/corrected),THE BEATITUDES. IT,The Beatitudes,[The Beatitudes] This Order may be used,1,,,,
333,47,31,word,he nsed,be used,The Beatitudes This Order may [be used] as a separate Service: or,1,,,,
334,47,31,punctuation/spacing,Evening/,Evening,"said at the opening of [Evening] Service, instead of the Order",1,,,,
335,47,31,word,ivhich,which,of the Holy Scriptures; in [which] case it may be preceded,2,,,,
336,47,31,rubric mark (¶),t,,preceded by a suitable Hymn. [] Let all stand while the,,,,,
337,47,31,punctuation/spacing,"him,.",him.,"the Sentences, the People answering [him.] Minister. Draw nigh to God,",1,,,,
338,47,31,word,0,O,"Answer. Bow down Thine ear, [O] Lord, hear me: for I",1,,,,
339,47,31,word,0,O,"you. Answer. Let Thy mercy, [O] Lord, be upon us, according",1,,,,
340,47,31,word,he wpon,be upon,"Let Thy mercy, O Lord, [be upon] us, according as we hope",1,,,,
341,47,31,rubric mark (¶),IT,,as we hope in Thee. [] Then the Minister shall say.,,,,,
342,47,31,rubric mark (¶),IT,,shall say. Let us pray. [] Let the People reverently bow,,,,,
343,47,31,word,how,bow,pray. Let the People reverently [bow] down while he leads them,2,,,,
344,47,31,word,lyr ERCIFUL,MERCIFUL,"leads them in The Invocation. [MERCIFUL] God, we beseech Thee to",1,,,,
345,47,31,rubric mark (¶),II,,our Lord Jesus Christ. Amen. [] Then the Minister shall read,,,,,
346,47,31,word,Jesiis;,Jesus;,"The Beatitudes of the Lord [Jesus;] and the People, still bowing",1,,,,
347,47,31,word,he,be,ask God that it may [be] fulfilled in their hearts. BLESSED,1,,,,
348,47,31,drop capital,"""DLESSED",BLESSED,be fulfilled in their hearts. [BLESSED] are the poor in spirit:,1,,,,
349,47,31,word,he,be,"the kingdom of heaven. Lord, [be] gracious unto us, and help",1,,,,
350,47,31,word,hlessing.,blessing.,help us to obtain this [blessing.],1,,,,
351,48,32,word,"0 Ood,","O God,","unto us Thy Holy Spirit, [O God,] and enable us to obtain",1,,,,
352,48,32,word,u^,us,"Spirit, O God, and enable [us] to obtain all these blessings,",1,,,,
353,48,32,rubric mark (¶),H,,"through Jesus Christ our Lord. [] After a short pause, let",,,,,
354,48,32,word,"folloiving,","following,","using, if he will, the [following,] or other fitting words. GLORY",1,,,,
355,48,32,drop capital,r^ LORY,GLORY,"following, or other fitting words. [GLORY] be to Thee, O Christ,",1,,,,
356,48,32,punctuation/spacing,kingdomof,kingdom of,"Christ, who hast opened the [kingdom of] heaven unto the poor in",1,,,,
357,49,33,drop capital,XTOW,NOW,[NOW] unto Him that is able,4,,,,
358,49,33,word,imto,unto,power that worketh in us; [unto] Him be glory and dominion,2,,,,
359,50,34,word,THE ORDER FOR THE CELEBRATION OF THE COMMUNION OR SACRAMENT OF THE LORD'S SUPPER If,The Order for the Celebration of the Communion or Sacrament of the Lord's Supper,"[The Order for the Celebration of the Communion or Sacrament of the Lord's Supper] The Communion, or Supper of",1,,,,
360,50,34,punctuation/spacing,edification. —Directory,edification.—Directory,"they may judge most for [edification.—Directory] for Worship, Chap. ix, §",1,,,,
361,50,34,punctuation/spacing,"Chap,",Chap.,"most for edification.—Directory for Worship, [Chap.] ix, § 1. It is",1,,,,
362,50,34,word,"1, H",1.,"for Worship, Chap. ix, § [1.] It is proper that public",1,,,,
363,50,34,word,shoidd,should,"is proper that public notice [should] be given to the congregation,",1,,,,
364,50,34,punctuation/spacing,p)eople,people,"day of the week, the [people] be instructed in its nature,",1,,,,
365,50,34,punctuation/spacing,"nature,and","nature, and","people be instructed in its [nature, and] a due preparation for it;",1,,,,
366,50,34,word,pre2}arationfor,preparation for,"its nature, and a due [preparation for] it; that all may come",1,,,,
367,50,34,punctuation/spacing,feast. — Directory,feast.—Directory,"suitable manner to this holy [feast.—Directory] for Worship, Chap. ix, §",1,,,,
368,50,34,punctuation/spacing,"Chap,",Chap.,"this holy feast.—Directory for Worship, [Chap.] ix, § 3. When the",1,,,,
369,50,34,rubric mark (¶),IT,,"Worship, Chap. ix, § 3. [] When the time is come",,,,,
370,50,34,drop capital,T^EARLY,DEARLY,"administration, the Minister shall say, [DEARLY] beloved, as we draw near",1,,,,
371,50,34,word,earthlj^,earthly,so renewed in this our [earthly] pilgrimage and warfare; and especially,1,,,,
372,50,34,punctuation/spacing,"Christ,",Christ.,hearts hungering and thirsting after [Christ.] Not unto those who live,1,,,,
373,51,35,rubric mark (¶),^,,and rest unto our souls. [] Then let the People stand,,,,,
374,51,35,rubric mark (¶),IT,,up and sing A Hymn. [] If it be more convenient,,,,,
375,51,35,word,he,be,"any church, this Hymn may [be] omitted. The Table, on which",1,,,,
376,51,35,rubric mark (¶),K,,"this Hymn may be omitted. [] The Table, on which the",,,,,
377,51,35,word,rvhich,which,"be omitted. The Table, on [which] the elements are placed, being",1,,,,
378,51,35,word,xvine,wine,"in convenient dishes, and the [wine] in cups, and the Communicants",1,,,,
379,51,35,drop capital,"""DELOVED",BELOVED,"the Minister, he shall say, [BELOVED] in the Lord, attend to",1,,,,
380,51,35,punctuation/spacing,thanks.,"thanks,","and when He had given [thanks,] He brake it, and said,",1,,,,
381,51,35,punctuation/spacing,said.,"said,","thanks, He brake it, and [said,] Take, eat: this is My",1,,,,
382,51,35,punctuation/spacing,"come. ""And","come."" And","the Lord's death till He [come."" And] now, in His Name, I",1,,,,
383,51,35,word,(IT,(,"Name, I take these elements [(] Here the Minister may lay",1,,,,
384,51,35,rubric mark (¶),^,,"which He has appointed them. [] Then the Minister shall say,",,,,,
385,52,36,word,1 //.so,If so,"[If so] desired, these Prayers and Thanksgivings",1,,,,
386,52,36,punctuation/spacing,Thanksgiving.s,Thanksgivings,"so desired, these Prayers and [Thanksgivings] may be offered in the",1,,,,
387,52,36,word,r\,O,"the People reverently bowing down: [O] GOD, who by the blood",1,,,,
388,52,36,word,A7nen. IT,Amen.,"through Jesus Christ our Lord. [Amen.] Then the People, still bowing",1,,,,
389,52,36,word,icith,with,be with you. People. And [with] thy spirit. Minister. Lift up,1,,,,
390,52,36,word,xnito,unto,People. We lift them up [unto] the Lord. Minister. Let us,1,,,,
391,52,36,rubric mark (¶),IT,,"and right so to do. [] Then the Minister, proceeding, shall",,,,,
392,52,36,drop capital,TT,IT,"the Minister, proceeding, shall say, [IT] is very meet, right, and",1,,,,
393,52,36,rubric mark (¶),U,,"all the company of Heaven, [] Here let the People, still",,,,,
394,52,36,drop capital,"TTOLY,","HOLY,","join aloud, singing or saying, [HOLY,] HOLY, HOLY, Lord God of",1,,,,
395,53,37,rubric mark (¶),H,,"[] Then the Minister shall proceed,",,,,,
396,53,37,drop capital,A LMIGHTY,ALMIGHTY,"the Minister shall proceed, saying, [ALMIGHTY] God, the Father of our",1,,,,
397,53,37,rubric mark (¶),^,,"of our Lord Jesus Christ, [] whose once offering up of",,,,,
398,53,37,rubric mark (¶),1,,both now and evermore. Amen. [] The Bread and Wine being,,,,,
399,53,37,punctuation/spacing,saying.,"saying,","give this Bread unto you; [saying,] Take, eat: this is My",1,,,,
400,53,37,rubric mark (¶),1[,,"do in remembrance of Me. [] Then the Minister, who is",,,,,
401,53,37,rubric mark (¶),II,,"the Elders to be distributed. [] After having given the Bread,",,,,,
402,53,37,rubric mark (¶),H,,"drink ye all of it. [] Then the Minister, who is",,,,,
403,54,38,rubric mark (¶),H,,"[] After all have communicated, the",,,,,
404,54,38,word,lyrOST,MOST,"Jesus Christ our Lord. Amen. [MOST] merciful God, we bless Thy",1,,,,
405,54,38,word,lT± rpjjy,Thy,Thy holy Name for all [Thy] servants who have kept the,1,,,,
406,54,38,rubric mark (¶),H,,for ever and ever. Amen. [] Then the People shall rise,,,,,
407,54,38,word,HYivm.,Hymn.,shall rise and sing A [Hymn.],,,,,
408,55,39,rubric mark (¶),If,,"[] Then, the People reverently bowing",,,,,
409,55,39,drop capital,1^0 W,NOW,"Minister shall pronounce The Benediction. [NOW] the God of peace, that",1,,,,
410,55,39,rubric mark (¶),H,,for ever and ever. Amen. [] After the Benediction it is,,,,,
411,56,40,heading (re-cased/corrected),THE ORDER FOR THE ADMINISTRATION OF BAPTISM TO INFANTS. IF,The Order for the Administration of Baptism to Infants,[The Order for the Administration of Baptism to Infants] Baptism is not to be,1,,,,
412,56,40,punctuation/spacing,mysteriesof God. — Directory,mysteries of God.—Directory,"be the steward of the [mysteries of God.—Directory] for Worship, Chap. viii, §",1,,,,
413,56,40,punctuation/spacing,"Chap,",Chap.,"mysteries of God.—Directory for Worship, [Chap.] viii, § 1. Although Baptism",1,,,,
414,56,40,rubric mark (¶),H,,"Worship, Chap. viii, § 1. [] Although Baptism is usually to",,,,,
415,56,40,punctuation/spacing,m.ay,may,of the congregation; yet there [may] be cases when it will,1,,,,
416,56,40,word,ofivhichthe,of which the,this Sacrament in private houses; [of which the] Minister is to be the,1,,,,
417,56,40,punctuation/spacing,judge. — Directory,judge.—Directory,"Minister is to be the [judge.—Directory] for Worship, Chap. viii, §",1,,,,
418,56,40,punctuation/spacing,"Chap,",Chap.,"be the judge.—Directory for Worship, [Chap.] viii, § 5. After previous",1,,,,
419,56,40,rubric mark (¶),H,,"Worship, Chap. viii, § 5. [] After previous notice is given",,,,,
420,56,40,word,tvhom,whom,"one or both the parents, [whom] the Minister shall address in",1,,,,
421,56,40,word,"vnse: ""TiEARLY",wise: DEARLY,"Minister shall address in this [wise: DEARLY] beloved, Almighty God, who has",1,,,,
422,56,40,word,Avhich,which,and Father of our children; [which] covenant He renews in this,1,,,,
423,56,40,word,ojf,of,seal of the washing away [of] our sins and our ingrafting,1,,,,
424,56,40,word,"sa,yiug:",saying:,"unto Him, and blesses them, [saying:] Suffer the little children to",1,,,,
425,56,40,word,b^,be,your Heavenly Father may not [be] hidden from your Child. Here,1,,,,
426,56,40,rubric mark (¶),H,,be hidden from your Child. [] Here the Minister shall address,,,,,
427,56,40,word,follotving Qitestions,following Questions,the Minister shall address the [following Questions] to the Parents; and the,1,,,,
428,56,40,word,Ans2cer.,Answer.,consecrate your Child to Him? [Answer.] I do.,1,,,,
429,57,41,word,Mm,him,"the Scriptures, to pray with [him] and for him, and to",1,,,,
430,57,41,word,"hini,","him,","pray with him and for [him,] and to bring him up",1,,,,
431,57,41,rubric mark (¶),t,,"the Lord? Answer. I do. [] Then the Minister shall say,",,,,,
432,57,41,drop capital,"/TYRANT,","GRANT,","Then the Minister shall say, [GRANT,] O Lord, to these Thy",1,,,,
433,57,41,word,ham,have,perform the things which they [have] promised before Thee: And sanctify,1,,,,
434,57,41,rubric mark (¶),IT,,"Jesus Christ our Lord. Amen. [] Then, all present reverently standing,",,,,,
435,57,41,rubric mark (¶),IT,,the name of this Child? [] Then the Minister (taking the,,,,,
